id,degree,college_name,start_year,end_year,branch,marks,additional_info,tier_level,text,segments,created_at,updated_at,status,cid,source,extra
79784,"Bachelor of Technology - BTech, Computer Science",Guru Nanak Institutions(GNI),November 2020,May 2024,,,,-1,,{},2024-06-14 08:03:42.805389+00:00,2024-06-14 08:03:42.809735+00:00,1,40996,39454,
79785,"Bachelor of Engineering, Computer Science",Chennai Institute of Technology,2017,2021,,,,-1,,{},2024-06-14 08:04:12.877371+00:00,2024-06-14 08:04:12.881714+00:00,1,40997,39455,
79786,Bachelor of Engineering (B.E.),Delhi College of Engineering,2015,2019,,,,-1,,{},2024-06-14 08:04:13.823313+00:00,2024-06-14 08:04:13.827718+00:00,1,40998,39456,
79787,"Master of Science - MS, Marine Biology and Biological Oceanography",Vikrama Simhapuri University College,2009,2011,,,,-1,,{},2024-06-14 08:04:47.257176+00:00,2024-06-14 08:04:47.261127+00:00,1,40999,39457,
79788,Bachelor's in computer science,"Marathwada Mitra Mandal's College of Commerce, Pune",August 2019,October 2022,,,,-1,,{},2024-06-14 08:05:11.917761+00:00,2024-06-14 08:05:11.921386+00:00,1,41000,39458,
79790,BCA,RKDF UNIVERSITY,,,,,,-1,,{},2024-06-14 08:05:43.964461+00:00,2024-06-14 08:05:43.968864+00:00,1,41002,39460,
79791,"Bachelor's degree, Computer Science",Berhampur University,August 2022,August 2025,,,,-1,,{},2024-06-14 08:06:14.651629+00:00,2024-06-14 08:06:14.655499+00:00,1,41003,39461,
79792,B.Tech,Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalaya,1995,1999,,,,-1,,{},2024-06-14 08:06:46.876922+00:00,2024-06-14 08:06:46.880696+00:00,1,41004,39462,
79793,Bachelor of Technology,Kalasalingam Academy of Research and Higher Education,2015,2019,,,,-1,,{},2024-06-14 08:07:12.444201+00:00,2024-06-14 08:07:12.448023+00:00,1,41005,39463,
79794,2000 - 2003,Calcutta University,,,,,,-1,,{},2024-06-14 08:07:17.396141+00:00,2024-06-14 08:07:17.399977+00:00,1,41006,39464,
79795,"MBA, Information Technology (2010 - 2011)",IIBM,,,,,,-1,,{},2024-06-14 08:07:17.404490+00:00,2024-06-14 08:07:17.407713+00:00,1,41006,39464,
79797,Bachelor's degree,University of Mumbai,April 2015,April 2018,,,,-1,,{},2024-06-14 08:08:42.040841+00:00,2024-06-14 08:08:42.044529+00:00,1,41009,39467,
79798,"Bachelor of Technology - BTech, Electronics and Instrumentation Engineering",Velagapudi Ramakrishna Siddhartha Engineering College,September 2009,March 2013,,,,-1,,{},2024-06-14 08:08:46.848926+00:00,2024-06-14 08:08:46.852423+00:00,1,41010,39468,
79799,"Bachelor of Technology - BTech, Electronics and Communications Engineering",Jawaharlal Nehru Technological University,2002,2006,,,,-1,,{},2024-06-14 08:09:43.867099+00:00,2024-06-14 08:09:43.870545+00:00,1,41011,39469,
79800,"Master of Business Administration - MBA, Project Management",Sikkim Manipal University - Distance Education,2012,2014,,,,-1,,{},2024-06-14 08:09:43.874626+00:00,2024-06-14 08:09:43.877964+00:00,1,41011,39469,
79801,High School,"Little Flower High School, Hyderabad",1988,2000,,,,-1,,{},2024-06-14 08:09:43.881696+00:00,2024-06-14 08:09:43.884579+00:00,1,41011,39469,
79802,Master of Business Administration (M.B.A.),Badruka Institute of Management Studies,2013,2015,,,,-1,,{},2024-06-14 08:10:19.622307+00:00,2024-06-14 08:10:19.625930+00:00,1,41012,39470,
79803,"Bachelor of Technology, Electronics & Communication Engineering",Princeton College Of Engineering And Technology,2007,2011,,,,-1,,{},2024-06-14 08:10:19.629951+00:00,2024-06-14 08:10:19.633269+00:00,1,41012,39470,
79804,"High School, Mathematics, Physics & Chemistry",Sri Chaitanya Junior Kalasala,2005,2007,,,,-1,,{},2024-06-14 08:10:19.637558+00:00,2024-06-14 08:10:19.645117+00:00,1,41012,39470,
79805,Mathematics,St. Mary High School,2004,2005,,,,-1,,{},2024-06-14 08:10:19.649664+00:00,2024-06-14 08:10:19.652887+00:00,1,41012,39470,
79806,"Bachelor of Technology - BTech, Electrical, Electronics and Communications","National Institute of Technology, Tiruchirappalli",August 2018,May 2022,,,,-1,,{},2024-06-14 08:10:43.828411+00:00,2024-06-14 08:10:43.831811+00:00,1,41013,39471,
79807,Bachelor's degree,TKR College of Engineering & Technology,2010,2014,,,,-1,,{},2024-06-14 08:10:43.933353+00:00,2024-06-14 08:10:43.936725+00:00,1,41014,39472,
79808,Bachelor's degree,"Biju Patnaik University of Technology, Odisha",2007,2011,,,,-1,,{},2024-06-14 08:11:20.606747+00:00,2024-06-14 08:11:20.610263+00:00,1,41015,39473,
79809,Masters in Public Administration,Sri Krishna College of arts and science,January 2021,May 2023,,,,-1,,{},2024-06-14 08:12:13.285545+00:00,2024-06-14 08:12:13.289117+00:00,1,41017,39475,
79810,10th calss,kennedy convent,2004,2005,,,,-1,,{},2024-06-14 08:12:14.514523+00:00,2024-06-14 08:12:14.519053+00:00,1,41018,39476,
79811,Bachelor of Technology - BTech,Holy Mary Institute of Technology & Science,2018,2022,,,,-1,,{},2024-06-14 08:12:44.262705+00:00,2024-06-14 08:12:44.266425+00:00,1,41019,39477,
79812,"Bachelor's degree, Computer Science and Engineering",National Institute of Technology Silchar,2018,2022,,,,-1,,{},2024-06-14 08:13:16.360881+00:00,2024-06-14 08:13:16.364354+00:00,1,41020,39478,
79816,"Bachelor of Technology - B.Tech, Electrical and Electronics Engineering","JNTUA College of Engineering, Anantapur",2011,2015,,,,-1,,{},2024-06-14 08:14:15.456215+00:00,2024-06-14 08:14:15.467987+00:00,1,41022,39480,
79817,BTech,JIET Group of Institutions Jodhpur,July 2013,May 2017,,,,-1,,{},2024-06-14 08:14:44.209450+00:00,2024-06-14 08:14:44.213095+00:00,1,41023,39481,
79818,"Bachelor of Technology, computer science",Greater Noida Institute of Technology(Gniot),2015,2019,,,,-1,,{},2024-06-14 08:15:13.356946+00:00,2024-06-14 08:15:13.365253+00:00,1,41024,39482,
79819,"Bachelor of Engineering - BE, Mechanical Engineering",Savitribai Phule Pune University,2017,2022,,,,-1,,{},2024-06-14 08:15:42.192033+00:00,2024-06-14 08:15:42.195679+00:00,1,41025,39483,
79821,BTech,"BABU BANARASI DAS NATIONAL INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",2002,2006,,,,-1,,{},2024-06-14 08:16:18.518377+00:00,2024-06-14 08:16:18.522604+00:00,1,41026,39484,
79822,Bachelor of Technology (B.Tech.),Uttar Pradesh Technical University,2005,2009,,,,-1,,{},2024-06-14 08:16:46.792771+00:00,2024-06-14 08:16:46.796580+00:00,1,41027,39485,
79823,B.com,"Rani Durgavati Vishwavidyalaya, Jabalpur",July 2019,June 2022,,,,-1,,{},2024-06-14 08:17:13.564622+00:00,2024-06-14 08:17:13.568737+00:00,1,41028,39486,
79824,BCA,Osmania University,August 2019,June 2022,,,,-1,,{},2024-06-14 08:17:20.496954+00:00,2024-06-14 08:17:20.500494+00:00,1,41029,39487,
85963,New Science Degree College ,Osmania University,2019,2022,,,,-1,,{},2024-07-03 08:24:02.433544+00:00,2024-07-03 08:24:02.437880+00:00,1,41029,39487,
79827,"Level 2 NVQ, HGV Maintenance and Repair",East Berkshire College,2007,2009,,,,-1,,{},2024-06-14 11:06:17.098443+00:00,2024-06-14 11:06:17.101990+00:00,1,41032,39490,
79828,"NVQ, Vehicle Hydraulic Systems",East Berkshire College,2007,2009,,,,-1,,{},2024-06-14 11:06:17.105602+00:00,2024-06-14 11:06:17.108416+00:00,1,41032,39490,
79829,Diploma of Retail Management,Homesglen TAFE,2011,2013,,,,-1,,{},2024-06-14 11:07:18.104347+00:00,2024-06-14 11:07:18.107720+00:00,1,41033,39491,
79830,Certificate III Automotive Sales,Australian Sales Masters Training Company,2007,2008,,,,-1,,{},2024-06-14 11:07:18.111578+00:00,2024-06-14 11:07:18.114492+00:00,1,41033,39491,
79831,Certificate III Mechanical Engineer (Diesel),Rockhampton TAFE,1998,2001,,,,-1,,{},2024-06-14 11:07:18.123848+00:00,2024-06-14 11:07:18.130459+00:00,1,41033,39491,
79832,High School/Secondary Diplomas and Certificates,Ignatius Park College,1994,1997,,,,-1,,{},2024-06-14 11:07:18.134653+00:00,2024-06-14 11:07:18.137736+00:00,1,41033,39491,
79833,Junior High,Mount Carmel College,1993,1993,,,,-1,,{},2024-06-14 11:07:18.141763+00:00,2024-06-14 11:07:18.144699+00:00,1,41033,39491,
79834,"N/A, TECHNICAL DRAWING, METALWORK.",CHISWICK COMPREHENSIVE,1968,1972,,,,-1,,{},2024-06-14 12:00:27.565278+00:00,2024-06-14 12:00:27.569274+00:00,1,41040,39498,
79835,Business Managemant,The Manchester Metropolitan University,,,,,,-1,,{},2024-06-14 12:14:02.334748+00:00,2024-06-14 12:14:02.338752+00:00,1,41041,39499,
79836,General Studies,Hallettsville High School,1976,1980,,,,-1,,{},2024-06-14 12:26:37.573091+00:00,2024-06-14 12:26:37.576740+00:00,1,41042,39500,
79837,Bachelor of Commerce (B.Com.),Deakin University,1994,1997,,,,-1,,{},2024-06-15 07:09:53.486932+00:00,2024-06-15 07:09:53.490932+00:00,1,41046,39504,
79841,"High School Diploma, Art/Art Studies, General",Mentone Grammar,2013,2017,,,,-1,,{},2024-06-15 12:46:10.298373+00:00,2024-07-04 10:29:15.719193+00:00,1,41049,39507,
79842,Sports Administration,Canberra Institute of Technology,2008,2010,,,,-1,,{},2024-06-15 12:49:54.293592+00:00,2024-06-15 12:49:54.296841+00:00,1,41050,39508,
79843,Event Management,Canberra Institute of Technology,2008,2010,,,,-1,,{},2024-06-15 12:49:54.304129+00:00,2024-06-15 12:49:54.307374+00:00,1,41050,39508,
79844,Sport and Fitness Administration/Management,Hawker College,2006,2008,,,,-1,,{},2024-06-15 12:49:54.311284+00:00,2024-06-15 12:49:54.314289+00:00,1,41050,39508,
79845,Bachelor of Business and Commerce,Monash University,2004,2008,,,,-1,,{},2024-06-17 11:48:10.098277+00:00,2024-06-17 11:48:10.102455+00:00,1,41055,39513,
79847,Audi Accredited Parts Manager,Volkswagen group,2018,2018,,,,-1,,{},2024-06-17 11:59:21.030366+00:00,2024-06-17 11:59:21.034550+00:00,1,41058,39516,
79848,IMI Level 3 Award in Automotive Management,Institute of Motor Industry,2018,2018,,,,-1,,{},2024-06-17 11:59:21.039657+00:00,2024-06-17 11:59:21.043576+00:00,1,41058,39516,
79849,Volkswagen Accredited Parts Advisor,Volkswagen group,2014,2014,,,,-1,,{},2024-06-17 11:59:21.050966+00:00,2024-06-17 11:59:21.055730+00:00,1,41058,39516,
79850,"SQA/MICROSOFT PDA Certificate in Desktop Support, Information Technology",Dundee college,2006,2006,,,,-1,,{},2024-06-17 11:59:21.060299+00:00,2024-06-17 11:59:21.063370+00:00,1,41058,39516,
79851,"NVQ Wholesaling, Warehousing & Stores Level 2, Automotive parts",Tayside training company,1993,1995,,,,-1,,{},2024-06-17 11:59:21.067815+00:00,2024-06-17 11:59:21.071844+00:00,1,41058,39516,
79852,GCSE,Cheslyn Hay High School,1993,1998,,,,-1,,{},2024-06-17 12:20:42.848202+00:00,2024-06-17 12:20:42.851516+00:00,1,41059,39517,
79853,"Postgraduate Diploma, Automotive Retail Management",Loughborough University,2005,2008,,,,-1,,{},2024-06-17 12:22:16.332075+00:00,2024-06-17 12:22:16.336141+00:00,1,41060,39518,
79854,"City & Guilds, Parts Aprenticeship",Colchester Institute,1980,1982,,,,-1,,{},2024-06-17 12:22:16.341337+00:00,2024-06-17 12:22:16.345780+00:00,1,41060,39518,
79855,None,Hanson,2000,2004,,,,-1,,{},2024-06-17 13:02:56.664453+00:00,2024-06-17 13:02:56.670240+00:00,1,41064,39522,
79864,"Certificate Three in Investigative Services, Criminal Investigations",Australian School of Security & Investigations,2012,2013,,,,-1,,{},2024-06-20 11:19:58.389847+00:00,2024-06-20 11:19:58.394544+00:00,1,41074,39532,
79862,MBA,Australian Institute of Business,April 2019,December 2022,,,,-1,,{},2024-06-20 11:19:58.371988+00:00,2024-06-20 11:19:58.375826+00:00,1,41074,39532,
79863,"Product Management, Agile Methodology",General Assembly,2014,2014,,,,-1,,{},2024-06-20 11:19:58.379624+00:00,2024-06-20 11:19:58.382642+00:00,1,41074,39532,
79865,"Graduate Diploma of Professional Management, Supervision & Management / Organisational Theory",Australian Institute of Management,2010,2010,,,,-1,,{},2024-06-20 11:19:58.398269+00:00,2024-06-20 11:19:58.401137+00:00,1,41074,39532,
79866,"Assoc Diploma, Applied Criminal Justice",Navitas College (AIPS),1993,1995,,,,-1,,{},2024-06-20 11:19:58.404702+00:00,2024-06-20 11:19:58.407396+00:00,1,41074,39532,
79871,Bachelor's degree in Biomedical Sciences,Swinburne University of Technology,2015,2019,,,,-1,,{},2024-06-21 11:16:27.139405+00:00,2024-06-21 11:16:27.143213+00:00,1,41081,39539,
79872,High School,Wantirna College,2007,2012,,,,-1,,{},2024-06-21 12:17:22.385311+00:00,2024-06-21 12:17:22.389721+00:00,1,41082,39540,
79873,Master of Business Administration,Australian Institute of Management,2016,2019,,,,-1,,{},2024-06-22 10:47:03.585041+00:00,2024-06-22 10:47:03.588389+00:00,1,41084,39542,
79875,"Master of Science - MS, Computer and Information Sciences",Texas Tech University,August 2022,May 2024,,,,-1,,{},2024-06-24 06:41:22.461448+00:00,2024-06-24 06:41:22.465251+00:00,1,41092,39550,
79876,"Bachelor of Technology - BTech, Information Technology","Kakatiya Institute of Technology & Science, Yerragattu Hillocks, Bheemaram, Hasanparthy, Warangal",2016,2020,,,,-1,,{},2024-06-24 06:41:22.469461+00:00,2024-06-24 06:41:22.472480+00:00,1,41092,39550,
79877,Bachelor of Technology,Teegala Krishna Reddy Engineering College,2016,2020,,,,-1,,{},2024-06-24 06:44:49.252990+00:00,2024-06-24 10:49:56.341961+00:00,1,41093,39551,
79878,"Bachelor of Technology - BTech, Computer Science",S.R Engineering College,2015,2019,,,,-1,,{},2024-06-24 06:45:31.310036+00:00,2024-06-24 06:45:31.314993+00:00,1,41094,39552,
79879,"Masters, Computer Science",University of North Texas,,,,,,-1,,{},2024-06-24 06:45:31.323720+00:00,2024-06-24 06:45:31.328110+00:00,1,41094,39552,
79880,"Master of Science - MS, Computer Science",UC Irvine,September 2023,May 2025,,,,-1,,{},2024-06-24 06:46:48.683590+00:00,2024-06-24 06:46:48.687081+00:00,1,41095,39553,
79881,"Bachelor's degree, Electrical and Electronics Engineering","Indian Institute of Technology, Bombay",July 2015,July 2019,,,,-1,,{},2024-06-24 06:46:48.691072+00:00,2024-06-24 06:46:48.694133+00:00,1,41095,39553,
79882,Master's degree,California State University-San Bernardino,,,,,,-1,,{},2024-06-24 06:47:17.508629+00:00,2024-06-24 06:47:17.512384+00:00,1,41096,39554,
79883,"Master of Science - MS, Computer Science",Auburn University at Montgomery,January 2023,May 2024,,,,-1,,{},2024-06-24 06:49:04.752153+00:00,2024-06-25 17:41:52.994863+00:00,1,41097,39555,
79884,"Bachelor of Technology - BTech, Electronics and Communications Engineering",Vardhaman College of Engineering (VCEH),2015,2019,,,,-1,,{},2024-06-24 06:49:04.759534+00:00,2024-06-25 17:41:52.999364+00:00,1,41097,39555,
79885,"Intermediate, MPC","Sri Chaitanya Junior College, Hydernagar",June 2013,June 2015,,,,-1,,{},2024-06-24 06:49:04.767218+00:00,2024-06-25 17:41:53.009434+00:00,1,41097,39555,
79888,"Master's degree, Data science",University of North Texas,January 2022,May 2023,,,,-1,,{},2024-06-24 06:50:02.273940+00:00,2024-06-24 06:50:02.277363+00:00,1,41099,39557,
79889,"Bachelor of Technology - BTech, electronics and communication engineering",Vignan Institute of Technology & Sciences,2015,2019,,,,-1,,{},2024-06-24 06:50:02.281338+00:00,2024-06-24 06:50:02.284401+00:00,1,41099,39557,
79890,Master's in Computer Science,Texas Tech University,January 2022,May 2023,,,,-1,,{},2024-06-24 06:50:26.725027+00:00,2024-06-24 06:50:26.728260+00:00,1,41100,39558,
92800,Master's degree,Texas Tech University,2022,2023,,,,-1,,{},2024-07-08 04:03:04.749712+00:00,2024-07-08 04:51:49.803913+00:00,1,41100,39558,
92801,Bachelor's degree,Vardhaman College of Engineering (VCEH),2016,2020,,,,-1,,{},2024-07-08 04:03:04.760514+00:00,2024-07-08 04:51:49.813448+00:00,1,41100,39558,
79894,"Master's degree, Computer Science",Northwest Missouri State University,,,,,,-1,,{},2024-06-24 06:55:29.528539+00:00,2024-06-24 06:55:29.532542+00:00,1,41103,39561,
79895,"Computer science, Computer Science",Velagapudi Ramakrishna Siddhartha Engineering College,,,,,,-1,,{},2024-06-24 06:55:29.537015+00:00,2024-06-24 06:55:29.540675+00:00,1,41103,39561,
79896,Master's degree in Computer Science,Missouri University of Science and Technology,August 2022,May 2024,,,,-1,,{},2024-06-24 06:55:58.559081+00:00,2024-06-24 11:11:43.343598+00:00,1,41104,39562,
79897,Bachelor's degree in Electronics and Communication Engineering,PRASAD V POTLURI SIDDHARTHA INSTITUTE OF TECHNOLOGY,July 2017,July 2021,,,,-1,,{},2024-06-24 06:57:05.977527+00:00,2024-06-24 11:11:43.348309+00:00,1,41104,39562,
79898,Intermediate in MPC,Narayana Junior College - India,June 2015,March 2017,,,,-1,,{},2024-06-24 06:57:05.985408+00:00,2024-06-24 11:11:43.357041+00:00,1,41104,39562,
80034,Master's degree,Missouri University of Science and Technology,2022,2024,,,,-1,,{},2024-06-24 10:28:31.011021+00:00,2024-06-24 10:28:31.014705+00:00,1,41104,39562,
80035,Bachelor's degree,PRASAD V POTLURI SIDDHARTHA INSTITUTE OF TECHNOLOGY,2017,2021,,,,-1,,{},2024-06-24 10:28:31.018574+00:00,2024-06-24 10:28:31.021598+00:00,1,41104,39562,
80036,Intermediate,Narayana Junior College - India,2015,2017,,,,-1,,{},2024-06-24 10:28:31.025576+00:00,2024-06-24 10:28:31.028575+00:00,1,41104,39562,
79899,Master's degree in Computer Science,New Jersey Institute of Technology,2018,2020,,,,-1,,{},2024-06-24 06:57:44.293868+00:00,2024-06-24 06:57:44.297584+00:00,1,41105,39563,
79900,Bachelor of Engineering (BE) in Computer Science,"Universal College of Engineering, Vasai",,,,,,-1,,{},2024-06-24 06:57:44.304518+00:00,2024-06-24 06:57:44.309072+00:00,1,41105,39563,
79901,"Bachelor of Science - BS, Computer Science",Arizona State University,,May 2027,,,,-1,,{},2024-06-24 06:58:49.059279+00:00,2024-06-24 06:58:49.063046+00:00,1,41106,39564,
79902,"Master's degree, Data Science",The University of Memphis,January 2022,May 2023,,,,-1,,{},2024-06-24 06:59:09.525630+00:00,2024-06-24 06:59:09.529349+00:00,1,41107,39565,
79903,"Bachelor of Technology, Information Technology",Prasad V Potluri Siddhartha Institute of Technology,July 2021,,,,,-1,,{},2024-06-24 06:59:09.533429+00:00,2024-06-24 06:59:09.536423+00:00,1,41107,39565,
79909,Bachelor of Technology - BTech,"Jawaharlal Nehru Technological University, Kakinada",2016,2020,,,,-1,,{},2024-06-24 07:06:27.033756+00:00,2024-06-24 07:06:27.037167+00:00,1,41110,39568,
79908,Master's degree,University of Houston-Clear Lake,August 2021,May 2023,,,,-1,,{},2024-06-24 07:06:27.025533+00:00,2024-06-24 07:06:27.029589+00:00,1,41110,39568,
79910,"Master's degree, Computer Science",Eastern Illinois University,August 2022,December 2023,,,,-1,,{},2024-06-24 07:14:42.238499+00:00,2024-06-24 07:14:42.242151+00:00,1,41112,39570,
79911,"Bachelor's degree, Electrical, Electronics and Communications Engineering",Chennai Institute of Technology,August 2017,May 2021,,,,-1,,{},2024-06-24 07:14:42.249353+00:00,2024-06-24 07:14:42.253742+00:00,1,41112,39570,
79912,Masters,University of Central Missouri,August 2021,December 2022,,,,-1,,{},2024-06-24 07:20:06.999338+00:00,2024-06-24 07:20:07.002795+00:00,1,41115,39573,
79913,Bachelor of Technology - BTech,JNTUH College of Engineering Hyderabad,July 2015,May 2019,,,,-1,,{},2024-06-24 07:20:07.006824+00:00,2024-06-24 07:20:07.009965+00:00,1,41115,39573,
79914,Bachelor of Technology - BTech,National Institute of Technology Raipur,July 2015,May 2019,,,,-1,,{},2024-06-24 07:21:40.835923+00:00,2024-06-24 07:21:40.839631+00:00,1,41116,39574,
79915,"Master's degree, Computer Science",University of Houston,August 2021,May 2023,,,,-1,,{},2024-06-24 07:21:40.844016+00:00,2024-06-24 07:21:40.847087+00:00,1,41116,39574,
79920,"Master's degree, Computer Science",Kent State University,January 2022,May 2023,,,,-1,,{},2024-06-24 07:23:40.960759+00:00,2024-06-24 07:23:40.965340+00:00,1,41119,39577,
79921,"Master of Science - MS, Computer Science",University of Dayton,,,,,,-1,,{},2024-06-24 07:24:24.333474+00:00,2024-06-25 08:25:56.538315+00:00,1,41120,39578,
79922,"Bachelor of Technology - BTech, Computer Science",Guru Nanak Institutions(GNI),,,,,,-1,,{},2024-06-24 07:24:24.341792+00:00,2024-06-25 08:25:56.544741+00:00,1,41120,39578,
79923,Master's degree,Texas Tech University,January 2022,July 2023,,,,-1,,{},2024-06-24 07:25:02.125175+00:00,2024-06-24 07:25:02.128933+00:00,1,41121,39579,
79924,Bachelor's degree,R.V.R. & J.C. College of Engineering,August 2017,May 2021,,,,-1,,{},2024-06-24 07:25:02.133127+00:00,2024-06-24 07:25:02.136312+00:00,1,41121,39579,
79925,Master of Science,University of North Texas,January 2022,May 2023,,,,-1,,{},2024-06-24 07:26:35.809886+00:00,2024-06-24 07:26:35.819530+00:00,1,41122,39580,
79926,Bachelor of Technology,Bapatla Engineering College,July 2017,July 2021,,,,-1,,{},2024-06-24 07:26:35.824896+00:00,2024-06-24 07:26:35.828376+00:00,1,41122,39580,
79927,"Master's degree, Information systems",Saint Louis University,August 2022,,,,,-1,,{},2024-06-24 07:26:59.874338+00:00,2024-06-24 07:26:59.877849+00:00,1,41123,39581,
79928,"Bachelor of Technology - BTech, Electronics and Communications Engineering",Kamala Institute of Technology & Science,2017,2021,,,,-1,,{},2024-06-24 07:26:59.881645+00:00,2024-06-24 07:26:59.884790+00:00,1,41123,39581,
79929,"Master's degree, Information Technology",Wilmington University,January 2022,August 2023,,,,-1,,{},2024-06-24 07:30:19.202208+00:00,2024-06-24 07:30:19.206530+00:00,1,41124,39582,
79930,"Bachelor's degree, Electrical and Electronics Engineering",INSTITUTE OF AERONAUTICAL ENGINEERING,2016,2020,,,,-1,,{},2024-06-24 07:30:19.210913+00:00,2024-06-24 07:30:19.214383+00:00,1,41124,39582,
79931,"Master's degree, Electrical Engineering",Cleveland State University,,,,,,-1,,{},2024-06-24 07:32:50.525785+00:00,2024-06-24 07:32:50.529447+00:00,1,41125,39583,
79932,"Master's degree, Computer Science",Virginia Tech,January 2021,November 2022,,,,-1,,{},2024-06-24 09:19:03.483045+00:00,2024-06-24 10:37:28.190577+00:00,1,41127,39585,
79933,"Master, Data Analysis",Virginia Tech,January 2017,January 2021,,,,-1,,{},2024-06-24 09:19:03.494730+00:00,2024-06-24 10:37:28.195730+00:00,1,41127,39585,
79936,"Master's degree, Computer Science",University of Alabama in Huntsville,,,,,,-1,,{},2024-06-24 09:29:13.042781+00:00,2024-06-24 10:38:24.379204+00:00,1,41130,39588,
79937,"Bachelor's degree, Computer and Information Sciences, General",Visvesvaraya Technological University,,,,,,-1,,{},2024-06-24 09:29:13.050774+00:00,2024-06-24 10:38:24.383867+00:00,1,41130,39588,
79938,"Master's degree, Information Science/Studies",Trine University,January 2023,December 2023,,,,-1,,{},2024-06-24 09:29:46.637537+00:00,2024-06-24 10:39:18.384366+00:00,1,41131,39589,
